CASE_NUMBER,JOB_TITLE,SOC_CODE,SOC_TITLE,FULL_TIME_POSITION,BEGIN_DATE,END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,PW_WAGE_LEVEL,Year,Quarter
I-200-25022-633726,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-30 00:00:00,2028-06-29 00:00:00,"Hospitalist Medicine Physicians of Texas, PLLC",Sound Physicians of Texas III,1500 S. Main Street,Fort Worth,TARRANT,TX,76104,114.16,143.33,Hour,I,2025,Q2
I-200-25022-633720,Physician (Hospital Medicine),29-1229.02,hospitalists,Y,2025-06-20 00:00:00,2028-06-19 00:00:00,"Carle Health Care, Incorporated",Carle Medical Group,221 NE Glen Oak Ave.,Peoria,PEORIA,IL,61636,330000,,Year,I,2025,Q2
I-200-25022-635524,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-17 00:00:00,2028-07-16 00:00:00,"Covenant Medical Center, Inc. d/b/a MercyOne Waterloo Medical Center (Trinity)",,3421 W 9th St,Waterloo,BLACK HAWK,IA,50702,280000,,Year,II,2025,Q2
I-200-25022-633660,Physician (Hospital Medicine),29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Carle Health Care, Incorporated",Carle Medical Group,221 NE Glen Oak Ave.,Peoria,PEORIA,IL,61636,330000,,Year,I,2025,Q2
I-200-25021-631663,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Delaware, Inc.",,801 Middleford Rd,Seaford,SUSSEX,DE,19973,330583,,Year,,2025,Q2
I-200-25021-632411,Hospitalist,29-1229.02,hospitalists,Y,2025-06-26 00:00:00,2028-06-25 00:00:00,"ASSOCIATED PHYSICIANS OF HARVARD MED FACULTY PHYSICIANS AT BIDMC, INC.",APHMFP,275 Sandwich Street,Plymouth,PLYMOUTH,MA,02360,230900,,Year,,2025,Q2
I-200-25021-632245,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Presbyterian Healthcare Services,,1100 Central Ave SE,Albuquerque,BERNALILLO,NM,87106,308672,,Year,II,2025,Q2
I-200-25021-631419,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Delaware, Inc.",,100 Wellness Way,Milford,SUSSEX,DE,19963,314367,,Year,,2025,Q2
I-200-25021-632287,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Presbyterian Healthcare Services,,1100 Central Ave SE,Albuquerque,BERNALILLO,NM,87106,308672,,Year,II,2025,Q2
I-200-25021-631708,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Georgia, Inc.",,2501 N. Patterson St,Valdosta,LOWNDES,GA,31602,350317,,Year,,2025,Q2
I-200-25021-631371,Hospitalist,29-1229.02,hospitalists,Y,2025-07-05 00:00:00,2028-07-04 00:00:00,Iowa Physicians Clinic Medical Foundation,UnityPoint Clinic,1825 Logan Avenue,Waterloo,BLACK HAWK,IA,50703,251680,,Year,II,2025,Q2
I-200-25021-631516,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Maine, PC",,360 Broadway,Bangor,PENOBSCOT INDIAN ISLAND RESERVATION,ME,04401,380000,,Year,,2025,Q2
I-200-25021-631189,Physician / Internal Medicine “ Hospitalist,29-1229.02,hospitalists,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,"University Hospitals Medical Group, Inc.",,1025 Center Street,Ashland,ASHLAND,OH,44805,310000,,Year,II,2025,Q2
I-200-25021-631702,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Georgia, Inc.",,2501 N. Patterson St,Valdosta,LOWNDES,GA,31602,350317,,Year,,2025,Q2
I-200-25021-631442,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Delaware, Inc.",,100 Wellness Way,Milford,SUSSEX,DE,19963,314367,,Year,,2025,Q2
I-200-25021-632192,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Presbyterian Healthcare Services,,1100 Central Ave SE,Albuquerque,BERNALILLO,NM,87106,308672,,Year,II,2025,Q2
I-200-25021-631670,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Georgia, Inc.",,2501 N. Patterson St,Valdosta,LOWNDES,GA,31602,350317,,Year,,2025,Q2
I-200-25021-631681,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Virginia, PC",,320 Hospital Dr,Martinsville,MARTINSVILLE CITY,VA,24112,335000,,Year,II,2025,Q2
I-200-25021-630785,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Gadsden Regional Physician Group Practice,,1007 Goodyear Ave,Gadsden,ETOWAH,AL,35903,204000,,Year,II,2025,Q2
I-200-25021-631529,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-01 00:00:00,2028-05-31 00:00:00,Apogee Medical Group New Hampshire PC,,172 Kinsley St,Nashua,HILLSBOROUGH,NH,03060,380000,,Year,,2025,Q2
I-200-25021-631343,Hospitalist,29-1229.02,hospitalists,Y,2025-06-30 00:00:00,2028-06-29 00:00:00,Yakima Valley Memorial Hospital Association,MultiCare Yakima Memorial,2811 Tieton Drive,Yakima,YAKIMA,WA,98902,296975.52,,Year,III,2025,Q2
I-200-25021-631676,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Virginia, PC",,320 Hospital Dr,Martinsville,MARTINSVILLE CITY,VA,24112,335000,,Year,II,2025,Q2
I-200-25021-631342,Physician - Adult Medicine Hospitalist,29-1229.02,hospitalists,Y,2025-07-18 00:00:00,2028-07-17 00:00:00,PeaceHealth,,1615 Delaware Street,Longview,COWLITZ,WA,98632,239200,370427,Year,,2025,Q2
I-200-25021-631407,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Ohio, Inc",,2420 Lake Ave,Ashtabula,ASHTABULA,OH,44004,336536,,Year,II,2025,Q2
I-200-25021-632315,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-11 00:00:00,2028-07-10 00:00:00,Presbyterian Healthcare Services,,1100 Central Ave SE,Albuquerque,BERNALILLO,NM,87106,308672,,Year,II,2025,Q2
I-200-25020-629695,Hospitalist-Nocturnist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Innovis Health, LLC",Essentia Health West,3000 32nd Ave S,Fargo,CASS,ND,58103,363000,,Year,II,2025,Q2
I-200-25020-629710,Hospitalist,29-1229.02,hospitalists,Y,2025-06-20 00:00:00,2028-06-19 00:00:00,"Innovis Health, LLC",Essentia Health West,3000 32nd Ave S,Fargo,CASS,ND,58103,337000,,Year,II,2025,Q2
I-200-25020-629952,Hospitalist Physician,29-1229.02,hospitalists,N,2025-01-28 00:00:00,2028-01-27 00:00:00,Presbyterian Healthcare Services,,1100 Central Ave SE,Albuquerque,BERNALILLO,NM,87106,148.4,162.86,Hour,II,2025,Q2
I-200-25017-626492,Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2027-12-15 00:00:00,Massachusetts General Physicians Organization,,55 Fruit Street,Boston,BOSTON CITY,MA,02114,217977,265000,Year,,2025,Q2
I-200-25017-627125,Hospitalist,29-1229.02,hospitalists,Y,2025-05-06 00:00:00,2028-05-05 00:00:00,The Stamford Hospital,,One Hospital Plaza,Stamford,FAIRFIELD,CT,06902,278000,,Year,,2025,Q2
I-200-25017-627308,Senior Associate Consultant- Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Mayo Clinic ,,1221 Whipple Street,Eau Claire,EAU CLAIRE,WI,54703,326728,,Year,IV,2025,Q2
I-200-25017-626527,Moonlighter,29-1229.02,hospitalists,N,2025-07-01 00:00:00,2027-12-15 00:00:00,Massachusetts General Physicians Organization,,55 Fruit Street,Boston,BOSTON CITY,MA,02114,110,130,Hour,,2025,Q2
I-200-25017-626874,Physician/Hospitalist,29-1229.02,hospitalists,Y,2025-07-18 00:00:00,2028-07-17 00:00:00,"Southcoast Physicians Group, Inc. ",,101 Page Street,New Bedford,NEW BEDFORD CITY,MA,02740,260000,,Year,,2025,Q2
I-200-25016-622476,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Northeast Medical Group, Inc.",,20 York Street,New Haven,NEW HAVEN CITY,CT,06510,270276,,Year,,2025,Q2
I-200-25016-622475,Night Hospitalist,29-1229.02,hospitalists,Y,2025-06-24 00:00:00,2028-06-23 00:00:00,"Northeast Medical Group, Inc.",,20 York Street,New Haven,NEW HAVEN CITY,CT,06510,272362,,Year,,2025,Q2
I-200-25016-623421,Hospitalist Physician,29-1229.02,hospitalists,N,2025-06-20 00:00:00,2028-06-19 00:00:00,"Apogee Medical Group, Waukesha, SC",,791 Summit Ave,Oconomowoc,WAUKESHA,WI,53066,153.75,,Hour,II,2025,Q2
I-200-25016-623306,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Pennsylvania, PC",,1086 Franklin St,Johnstown,CAMBRIA,PA,15905,300000,,Year,II,2025,Q2
I-200-25016-623280,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Wisconsin, SC",,744 S. Webster Ave,Green Bay,BROWN,WI,54301,335375,,Year,,2025,Q2
I-200-25016-623360,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, New York, PC",,830 Washington St,Watertown,JEFFERSON,NY,13601,347643,,Year,II,2025,Q2
I-200-25016-623351,Hospitalist Physician,29-1229.02,hospitalists,N,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, New York, PC",,462 Grider St,Buffalo,ERIE,NY,14215,143.91,,Hour,II,2025,Q2
I-200-25016-623368,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, New York, PC",,830 Washington St,Watertown,JEFFERSON,NY,13601,347643,,Year,II,2025,Q2
I-200-25016-623310,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Ohio, Inc",,1805 27th st,Portsmouth,SCIOTO,OH,45662,350000,,Year,II,2025,Q2
I-200-25016-623392,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-20 00:00:00,2028-06-19 00:00:00,"Apogee Medical Group, Waukesha, SC",,725 American Ave,Waukesha,WAUKESHA,WI,53188,391462,,Year,II,2025,Q2
I-200-25016-624272,Hospitalist / Physician,29-1229.02,hospitalists,N,2025-02-07 00:00:00,2026-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,160,,Hour,,2025,Q2
I-200-25016-623288,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Banner University Medical Group,,1625 N Campbell Ave,Tucson,PIMA,AZ,85719,269500,,Year,IV,2025,Q2
I-200-25015-621405,Hospitalist,29-1229.02,hospitalists,Y,2025-06-27 00:00:00,2028-06-26 00:00:00,Wellstar Medical Group LLC,,2540 Windy Hill Rd SE,Marietta,COBB,GA,30067,282500,,Year,,2025,Q2
I-200-25014-616636,Hospitalist Physician,29-1229.02,hospitalists,N,2025-06-30 00:00:00,2028-06-29 00:00:00,"Apogee Medical Group, New York, PC",,462 Grider St,Buffalo,ERIE,NY,14215,143.91,,Hour,II,2025,Q2
I-200-25014-616679,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Delaware, Inc.",,640 S. State St,Dover,KENT,DE,19901,314367,,Year,,2025,Q2
I-200-25014-618442,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Benefis Health System Inc,,1101 26th Street South,Great Falls,CASCADE,MT,59405,239200,300300,Year,,2025,Q2
I-200-25014-616654,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Delaware, Inc.",,100 Wellness Way,Milford,SUSSEX,DE,19963,314367,,Year,,2025,Q2
I-200-25014-617664,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-06-15 00:00:00,2028-06-14 00:00:00,Massachusetts General Physicians Organization,,55 Fruit St,Boston,BOSTON CITY,MA,02114,202413,250000,Year,,2025,Q2
I-200-25014-617892,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-08 00:00:00,2028-07-07 00:00:00,"The Baton Rouge Clinic, AMC",,3600 Florida Boulevard,Baton Rouge,EAST BATON ROUGE,LA,70806,239200,250000,Year,,2025,Q2
I-200-25014-617595,Intensivist Physician,29-1229.02,hospitalists,N,2025-04-01 00:00:00,2028-03-31 00:00:00,"Critical Care Physicians of Illinois, LLC",Sound Physicians of Illinois III,20201 South Crawford Ave,Olympia Fields,COOK,IL,60461,200,,Hour,II,2025,Q2
I-200-25014-617788,Assistant Professor,29-1229.02,hospitalists,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,Johns Hopkins University,,5200 Eastern Avenue,Baltimore,BALTIMORE CITY,MD,21224,153000,,Year,II,2025,Q2
I-200-25014-616604,Hospitalist Physician,29-1229.02,hospitalists,N,2025-06-30 00:00:00,2028-06-29 00:00:00,"Apogee Medical Group, Waukesha, SC",,791 Summit Ave,Oconomowoc,WAUKESHA,WI,53066,153.75,,Hour,II,2025,Q2
I-200-25014-617134,Hospitalist,29-1229.02,hospitalists,Y,2025-07-10 00:00:00,2028-07-09 00:00:00,"McLeod Regional Medical Center of the Pee Dee, Inc.",,555 East Cheves Street,Florence,FLORENCE,SC,29506,373999.08,662500,Year,,2025,Q2
I-200-25014-617945,Physician Moonlighter,29-1229.02,hospitalists,N,2025-06-15 00:00:00,2028-06-14 00:00:00,Massachusetts General Physicians Organization,,55 Fruit St,Boston,BOSTON CITY,MA,02114,110,130,Hour,,2025,Q2
I-200-25014-617058,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Delaware, Inc.",,640 S State St,Dover,KENT,DE,19901,314367,,Year,,2025,Q2
I-200-25014-617122,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, South Carolina, PC",,1315 Roberts St,Camden,KERSHAW,SC,29020,310000,,Year,,2025,Q2
I-200-25014-617062,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Apogee Medical Group, Waukesha, SC",,725 American Ave,Waukesha,WAUKESHA,WI,53188,391462,,Year,II,2025,Q2
I-200-25014-617171,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-24 00:00:00,2028-06-23 00:00:00,"Sound Physicians of Illinois, LLC",Sound Physicians of Missouri III,300 1st Capitol Drive,St. Charles,ST CHARLES,MO,63301,134.58,166.67,Hour,,2025,Q2
I-200-25014-616593,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-30 00:00:00,2028-06-29 00:00:00,"Apogee Medical Group, Waukesha, SC",,725 American Ave,Waukesha,WAUKESHA,WI,53188,336536,,Year,II,2025,Q2
I-200-25014-617789,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,USACS Medical Group Ltd.,,200 Memorial Ave.,Westminster,CARROLL,MD,21157,128,,Hour,III,2025,Q2
I-200-25013-613957,Hospitalist,29-1229.02,hospitalists,Y,2025-07-14 00:00:00,2028-07-13 00:00:00,"Faith Regional Physician Services, LLC",,2700 W. Norfolk Avenue,Norfolk,MADISON,NE,68701,323958,,Year,II,2025,Q2
I-200-25013-613493,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-12 00:00:00,2028-07-11 00:00:00,"Tulsa Hospital Medicine Physicians Group, LLC",,1120 South Utica Avenue,Tulsa,TULSA,OK,74104,125133,250000,Year,II,2025,Q2
I-200-25013-613949,Hospitalist,29-1229.02,hospitalists,Y,2025-07-14 00:00:00,2028-07-13 00:00:00,"Faith Regional Physician Services, LLC",,2700 W Norfolk Avenue,Norfolk,MADISON,NE,68701,323958,,Year,II,2025,Q2
I-200-25013-614788,Hospitalist,29-1229.02,hospitalists,Y,2025-04-20 00:00:00,2028-04-19 00:00:00,"Mercy Clinics, Inc.",MercyOne Medical Group Central Iowa,1111 6th Avenue,Des Moines,POLK,IA,50314,345000,,Year,IV,2025,Q2
I-200-25013-614045,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-12 00:00:00,2028-06-11 00:00:00,"Apogee Medical Group, Delaware, Inc.",,100 Wellness Way,Milford,SUSSEX,DE,19963,314367,,Year,,2025,Q2
I-200-25013-615428,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-08 00:00:00,2028-07-07 00:00:00,"The Baton Rouge Clinic, AMC",,3600 Florida Boulevard,Baton Rouge,EAST BATON ROUGE,LA,70806,239200,250000,Year,,2025,Q2
I-200-25013-614031,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-21 00:00:00,2028-06-20 00:00:00,"Apogee Medical Group, Delaware, Inc.",,640 S. State St,Milford,KENT,DE,19901,314367,,Year,,2025,Q2
I-200-25010-610241,PHYSICIAN (HOSPITALIST),29-1229.02,hospitalists,Y,2025-06-23 00:00:00,2028-06-22 00:00:00,"RIVERSIDE PHYSICIAN SERVICES, INC. (D/B/A RIVERSIDE MEDICAL GROUP)",,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,NEWPORT NEWS CITY,VA,23601,300000,,Year,III,2025,Q2
I-200-25010-609771,Hospitalist,29-1229.02,hospitalists,Y,2025-02-01 00:00:00,2028-01-31 00:00:00,Southeastern Physician Services PC,,1995 Highway 51,South Covington,TIPTON,TN,38019,133,,Hour,,2025,Q2
I-200-25009-606910,Hospitalist,29-1229.02,hospitalists,Y,2025-06-19 00:00:00,2028-06-18 00:00:00,Mercy Clinic East Communities,,"10010 Kennerly Road, 3 Southbridge",St. Louis,ST LOUIS,MO,63128,239200,,Year,,2025,Q2
I-200-25009-606791,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-01-17 00:00:00,2028-01-16 00:00:00,"Hospitalist Medicine Physicians of Virginia, LLC",Sound Physicians of Virginia II,1840 Amherst St.,Winchester,WINCHESTER CITY,VA,22601,125,147.5,Hour,I,2025,Q2
I-200-25009-608488,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Spectrum Health Primary Care Partners,Corewell Health Medical Group West,605 Oak St.,Big Rapids,MECOSTA,MI,49307,150000,350436.29,Year,IV,2025,Q2
I-200-25009-606458,Hospitalist,29-1229.02,hospitalists,Y,2025-01-20 00:00:00,2028-01-19 00:00:00,"Essen Medical Associates, P.C.",,1650 Grandcourse,Bronx,BRONX,NY,10457,72,,Hour,II,2025,Q2
I-200-25008-605608,Hospitalist,29-1229.02,hospitalists,Y,2025-01-15 00:00:00,2028-01-14 00:00:00,Providence Health & Services - Oregon,,1111 Crater Lake Ave,Medford,JACKSON,OR,97504,116397,320000,Year,II,2025,Q2
I-200-25008-604589,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Hamilton Medical Center, Inc.",,1200 Memorial Drive,Dalton,WHITFIELD,GA,30720,314992,,Year,,2025,Q2
I-200-25008-603295,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-17 00:00:00,2028-06-16 00:00:00,"Sound Physicians of Illinois, LLC",Sound Physicians of Missouri III,12303 DePaul Drive,Bridgeton,ST LOUIS,MO,63044,134.58,166.67,Hour,,2025,Q2
I-200-25008-605224,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Northern Arizona Healthcare Corporation,,269 S. Candy Lane,Cottonwood,YAVAPAI,AZ,86326,275000,285000,Year,,2025,Q2
I-200-25008-603916,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,USACS Medical Group Ltd.,,200 Medical Park Blvd.,Petersburg,PETERSBURG CITY,VA,23805,130,,Hour,IV,2025,Q2
I-200-25008-602118,Moonlighting Hospitalist,29-1229.02,hospitalists,N,2025-07-01 00:00:00,2026-01-11 00:00:00,New England Inpatient Specialists,,41 Highland Avenue,Winchester,WINCHESTER,MA,01890,125,,Hour,I,2025,Q2
I-200-25007-600875,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Fairview Heights Medical Group, SC",BJC Medical Group of Illinois,4500 Memorial Drive,Belleville,ST CLAIR,IL,62226,270000,315000,Year,,2025,Q2
I-200-25007-600785,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Southcoast Physicians Group, Inc. ",,101 Page Street,New Bedford,NEW BEDFORD CITY,MA,02740,280000,,Year,,2025,Q2
I-200-25007-600338,Hospitalist,29-1229.02,hospitalists,N,2025-01-20 00:00:00,2028-01-19 00:00:00,"General Physician, P.C.",,Brooks Memorial Hospital,Dunkirk,CHAUTAUQUA,NY,14048,150,,Hour,III,2025,Q2
I-200-25007-600861,Night Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Northeast Medical Group, Inc.",,20 York Street,New Haven,NEW HAVEN CITY,CT,06510,272362,,Year,,2025,Q2
I-200-25006-597671,Hospitalist/Physician,29-1229.02,hospitalists,Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,307440,,Year,,2025,Q2
I-200-25006-597779,Hospitalist/Physician,29-1229.02,hospitalists,Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,307440,,Year,,2025,Q2
I-200-25006-596800,Hospitalist/Physician,29-1229.02,hospitalists,Y,2025-02-07 00:00:00,2027-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,160,,Hour,,2025,Q2
I-200-25006-597095,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-06-24 00:00:00,2028-06-23 00:00:00,"Ascension Medical Group - Fox Valley Wisconsin, Inc.",,1506 S. Oneida Street,Appleton,OUTAGAMIE,WI,54915,335560,,Year,,2025,Q2
I-200-25006-596559,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,USACS Medical Group Ltd.,,100 Medical Center Dr,Springfield,CLARK,OH,45504,140,,Hour,II,2025,Q2
I-200-25006-598146,Hospitalist / Physician,29-1229.02,hospitalists,Y,2025-02-07 00:00:00,2027-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,160,,Hour,,2025,Q2
I-200-25006-595723,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Northeast Medical Group, Inc.",,20 York Street,New Haven,NEW HAVEN CITY,CT,06510,302074,,Year,,2025,Q2
I-200-25006-596740,Hospitalist/Physician,29-1229.02,hospitalists,Y,2025-02-07 00:00:00,2027-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,160,,Hour,,2025,Q2
I-200-25006-596599,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"The Baton Rouge Clinic, AMC",,3600 Florida Boulevard,Baton Rouge,EAST BATON ROUGE,LA,70806,239200,250000,Year,,2025,Q2
I-200-25003-591893,Medical Director,29-1229.02,hospitalists,Y,2025-01-10 00:00:00,2026-09-01 00:00:00,"Cogent Healthcare of Georgia, P.C. ",Sound Physicians of Georgia II,1 Meadows Pkwy,Vidalia,TOOMBS,GA,30474,135.41,161.11,Hour,III,2025,Q2
I-200-25003-593446,Hospitalist Physician “ Regional Traveler,29-1229.02,hospitalists,Y,2025-01-09 00:00:00,2028-01-08 00:00:00,USACS Medical Group Ltd.,,1850 Town Center Parkway,Reston,FAIRFAX,VA,20190,140,,Hour,III,2025,Q2
I-200-25003-591606,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-23 00:00:00,2028-06-22 00:00:00,"Hospitalist Medicine Physicians of California, Inc. ",Sound Physicians of California III,18300 Highway 18,Apple Valley,SAN BERNARDINO,CA,92307,135,145,Hour,I,2025,Q2
I-200-25003-593445,Hospitalist Physician “ Regional Traveler,29-1229.02,hospitalists,Y,2025-01-09 00:00:00,2028-01-08 00:00:00,USACS Medical Group Ltd.,,8118 Good Luck Road,Lanham-Seabrook,PRINCE GEORGE'S,MD,20706,140,,Hour,III,2025,Q2
I-200-25003-593548,Hospitalist,29-1229.02,hospitalists,Y,2025-07-04 00:00:00,2028-07-03 00:00:00,Mosaic Health System,,5325 Faraon Street,St. Joseph,BUCHANAN,MO,64506,320320,,Year,II,2025,Q2
I-200-25003-594224,Physician Moonlighter,29-1229.02,hospitalists,N,2025-01-20 00:00:00,2028-01-19 00:00:00,"Brigham and Women's Physicians Organization, Inc",,75 Francis St,Boston,BOSTON CITY,MA,02115,100,300,Hour,,2025,Q2
I-200-25003-591618,Hospitalist,29-1229.02,hospitalists,N,2025-01-03 00:00:00,2028-01-01 00:00:00,Mercy Clinic East Communities,,901 E. Fifth St.,Washington,FRANKLIN,MO,63090,115,,Hour,,2025,Q2
I-200-25003-594192,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-01-20 00:00:00,2028-01-19 00:00:00,"Brigham and Women's Physicians Organization, Inc",,75 Francis St,Boston,BOSTON CITY,MA,02115,192000,416000,Year,,2025,Q2
I-200-25003-592772,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-06-29 00:00:00,2028-06-28 00:00:00,OSF Multi-Specialty Group ,,530 Park Ave East,Princeton,BUREAU,IL,61356,324598.09,,Year,II,2025,Q2
I-200-25002-590464,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,OSF Multi-Specialty Group ,,530 Park Ave East,Princeton,BUREAU,IL,61356,324598,,Year,II,2025,Q2
I-200-25002-590442,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,OSF Multi-Specialty Group ,,530 N.E. Glen Oak Avenue,Peoria,PEORIA,IL,61637,324598,,Year,II,2025,Q2
I-200-25002-588972,Hospitalist,29-1229.02,hospitalists,Y,2025-01-24 00:00:00,2028-01-23 00:00:00,"Inpatient Consultants of Florida, Inc.",,2001 Kingsley Ave,Orange Park,CLAY,FL,32073,266496,,Year,II,2025,Q2
